inst#,actual,predicted,error,prediction
1014,1:?,1:N,,1
1015,1:?,1:N,,1
1016,1:?,1:N,,1
1017,1:?,1:N,,1
1018,1:?,1:N,,1
1019,1:?,1:N,,1
1020,1:?,1:N,,1
1021,1:?,1:N,,1
1022,1:?,1:N,,0.998
1023,1:?,1:N,,0.998
1024,1:?,1:N,,0.998
1025,1:?,1:N,,0.998
1026,1:?,1:N,,0.998
1027,1:?,1:N,,0.998
1028,1:?,1:N,,0.998
1029,1:?,1:N,,1
1030,1:?,1:N,,1
1031,1:?,1:N,,1
1032,1:?,1:N,,1
1033,1:?,1:N,,1
1034,1:?,1:N,,1
1035,1:?,1:N,,1
1036,1:?,1:N,,1
1037,1:?,1:N,,0.999
1038,1:?,2:Y,,0.542
1039,1:?,1:N,,0.998
1040,1:?,1:N,,0.998
1041,1:?,1:N,,0.998
1042,1:?,1:N,,0.998
1043,1:?,1:N,,0.998
1044,1:?,1:N,,1
1045,1:?,1:N,,1
1046,1:?,1:N,,1
1047,1:?,1:N,,1
1048,1:?,1:N,,1
1049,1:?,1:N,,1
1050,1:?,1:N,,1
1051,1:?,1:N,,1
1052,1:?,1:N,,1
1053,1:?,1:N,,1
1054,1:?,1:N,,0.999
1055,1:?,2:Y,,0.542
1056,1:?,1:N,,0.998
1057,1:?,1:N,,0.998
1058,1:?,1:N,,1
1059,1:?,1:N,,1
1060,1:?,1:N,,1
1061,1:?,1:N,,1
1062,1:?,1:N,,1
1063,1:?,1:N,,1
1064,1:?,1:N,,1
1065,1:?,1:N,,1
1066,1:?,1:N,,0.998
1067,1:?,1:N,,0.998
1068,1:?,1:N,,0.998
1069,1:?,1:N,,0.998
1070,1:?,1:N,,0.998
1071,1:?,1:N,,0.998
1072,1:?,1:N,,0.998
1073,1:?,1:N,,1
1074,1:?,1:N,,1
1075,1:?,1:N,,1
1076,1:?,1:N,,1
1077,1:?,1:N,,1
1078,1:?,1:N,,1
1079,1:?,1:N,,1
1080,1:?,1:N,,1
1081,1:?,1:N,,0.999
1082,1:?,2:Y,,0.542
1083,1:?,1:N,,0.998
1084,1:?,1:N,,0.998
1085,1:?,1:N,,0.998
1086,1:?,1:N,,0.998
1087,1:?,1:N,,0.998
1088,1:?,1:N,,1
1089,1:?,1:N,,1
1090,1:?,1:N,,1
1091,1:?,1:N,,1
1092,1:?,1:N,,1
1093,1:?,1:N,,1
1094,1:?,1:N,,1
1095,1:?,1:N,,1
1096,1:?,1:N,,0.998
1097,1:?,1:N,,0.998
1098,1:?,1:N,,0.998
1099,1:?,1:N,,0.998
1100,1:?,1:N,,0.998
1101,1:?,1:N,,0.998
1102,1:?,1:N,,0.998
1103,1:?,1:N,,1
1104,1:?,1:N,,1
1105,1:?,1:N,,1
1106,1:?,1:N,,1
1107,1:?,1:N,,1
1108,1:?,1:N,,1
1109,1:?,1:N,,1
1110,1:?,1:N,,1
1111,1:?,1:N,,0.999
1112,1:?,2:Y,,0.542
1113,1:?,1:N,,0.998
1114,1:?,1:N,,0.998
1115,1:?,1:N,,0.998
1116,1:?,1:N,,0.998
1117,1:?,1:N,,0.998
1118,1:?,1:N,,1
1119,1:?,1:N,,1
1120,1:?,1:N,,1
1121,1:?,1:N,,1
1122,1:?,1:N,,1
1123,1:?,1:N,,1
1124,1:?,1:N,,1
1125,1:?,1:N,,1
1126,1:?,1:N,,1
1127,1:?,1:N,,1
1128,1:?,1:N,,0.999
1129,1:?,2:Y,,0.542
1130,1:?,1:N,,0.998
1131,1:?,1:N,,0.998
1132,1:?,1:N,,1
1133,1:?,1:N,,1
1134,1:?,1:N,,1
1135,1:?,1:N,,1
1136,1:?,1:N,,1
1137,1:?,1:N,,1
1138,1:?,1:N,,1
1139,1:?,1:N,,1
1140,1:?,1:N,,0.998
1141,1:?,1:N,,0.998
1142,1:?,1:N,,0.998
1143,1:?,1:N,,0.998
1144,1:?,1:N,,0.998
1145,1:?,1:N,,0.998
1146,1:?,1:N,,0.998
1147,1:?,1:N,,1
1148,1:?,1:N,,1
1149,1:?,1:N,,1
1150,1:?,1:N,,1
1151,1:?,1:N,,1
1152,1:?,1:N,,1
1153,1:?,1:N,,1
1154,1:?,1:N,,1
1155,1:?,1:N,,0.999
1156,1:?,2:Y,,0.542
1157,1:?,1:N,,0.998
1158,1:?,1:N,,0.998
1159,1:?,1:N,,0.998
1160,1:?,1:N,,0.998
1161,1:?,1:N,,0.998
1162,1:?,1:N,,1
1163,1:?,1:N,,1
1164,1:?,1:N,,1
1165,1:?,1:N,,1
1166,1:?,1:N,,1
1167,1:?,1:N,,1
1168,1:?,1:N,,1
1169,1:?,1:N,,1
1170,1:?,1:N,,0.998
1171,1:?,1:N,,0.998
1172,1:?,1:N,,0.998
1173,1:?,1:N,,0.998
1174,1:?,1:N,,0.998
1175,1:?,1:N,,0.998
1176,1:?,1:N,,0.998
1177,1:?,1:N,,1
1178,1:?,1:N,,1
1179,1:?,1:N,,1
1180,1:?,1:N,,1
1181,1:?,1:N,,1
1182,1:?,1:N,,1
1183,1:?,1:N,,1
1184,1:?,1:N,,1
1185,1:?,1:N,,1
1186,1:?,1:N,,0.998
1187,1:?,1:N,,0.998
1188,1:?,1:N,,0.998
1189,1:?,1:N,,0.998
1190,1:?,1:N,,0.998
1191,1:?,1:N,,0.998
1192,1:?,1:N,,1
1193,1:?,1:N,,1
1194,1:?,1:N,,1
1195,1:?,1:N,,1
1196,1:?,1:N,,1
1197,1:?,1:N,,1
1198,1:?,1:N,,1
1199,1:?,1:N,,1
1200,1:?,1:N,,0.998
1201,1:?,1:N,,0.998
1202,1:?,1:N,,0.998
1203,1:?,1:N,,0.998
1204,1:?,1:N,,0.998
1205,1:?,1:N,,0.998
1206,1:?,1:N,,0.998
1207,1:?,1:N,,1
1208,1:?,1:N,,1
1209,1:?,1:N,,1
1210,1:?,1:N,,1
1211,1:?,1:N,,1
1212,1:?,1:N,,1
1213,1:?,1:N,,1
1214,1:?,1:N,,1
1215,1:?,1:N,,1
1216,1:?,1:N,,1
1217,1:?,1:N,,0.999
1218,1:?,2:Y,,0.542
1219,1:?,1:N,,1
1220,1:?,1:N,,0.998
1221,1:?,1:N,,1
1222,1:?,1:N,,1
1223,1:?,1:N,,1
1224,1:?,1:N,,1
1225,1:?,1:N,,1
1226,1:?,1:N,,1
1227,1:?,1:N,,1
1228,1:?,1:N,,0.998
1229,1:?,1:N,,0.998
1230,1:?,1:N,,0.998
1231,1:?,1:N,,1
1232,1:?,1:N,,1
1233,1:?,1:N,,1
1234,1:?,1:N,,1
1235,1:?,1:N,,1
1236,1:?,1:N,,1
1237,1:?,1:N,,1
1238,1:?,1:N,,1
1239,1:?,1:N,,0.998
1240,1:?,1:N,,0.998
1241,1:?,1:N,,0.998
1242,1:?,1:N,,0.998
1243,1:?,1:N,,0.998
1244,1:?,1:N,,0.998
1245,1:?,1:N,,0.998
1246,1:?,1:N,,1
1247,1:?,1:N,,1
1248,1:?,1:N,,1
1249,1:?,1:N,,1
1250,1:?,1:N,,1
1251,1:?,1:N,,1
1252,1:?,1:N,,1
1253,1:?,1:N,,1
1254,1:?,1:N,,1
1255,1:?,1:N,,0.998
1256,1:?,1:N,,0.998
1257,1:?,1:N,,0.998
1258,1:?,1:N,,0.998
1259,1:?,1:N,,0.998
1260,1:?,1:N,,0.998
1261,1:?,1:N,,1
1262,1:?,1:N,,1
1263,1:?,1:N,,1
1264,1:?,1:N,,1
1265,1:?,1:N,,1
1266,1:?,1:N,,1
1267,1:?,1:N,,1
1268,1:?,1:N,,1
1269,1:?,1:N,,1
1270,1:?,1:N,,1
1271,1:?,1:N,,0.999
1272,1:?,2:Y,,0.542
1273,1:?,1:N,,0.998
1274,1:?,1:N,,0.998
1275,1:?,1:N,,1
1276,1:?,1:N,,1
1277,1:?,1:N,,1
1278,1:?,1:N,,1
1279,1:?,1:N,,1
1280,1:?,1:N,,1
1281,1:?,1:N,,1
1282,1:?,1:N,,0.998
1283,1:?,1:N,,0.998
1284,1:?,1:N,,0.998
1285,1:?,1:N,,1
1286,1:?,1:N,,1
1287,1:?,1:N,,1
1288,1:?,1:N,,1
1289,1:?,1:N,,1
1290,1:?,1:N,,1
1291,1:?,1:N,,1
1292,1:?,1:N,,1
1293,1:?,1:N,,0.998
1294,1:?,1:N,,0.998
1295,1:?,1:N,,0.998
1296,1:?,1:N,,0.998
1297,1:?,1:N,,0.998
1298,1:?,1:N,,0.998
1299,1:?,1:N,,0.998
1300,1:?,1:N,,1
1301,1:?,1:N,,1
1302,1:?,1:N,,1
1303,1:?,1:N,,1
1304,1:?,1:N,,1
1305,1:?,1:N,,1
1306,1:?,1:N,,1
1307,1:?,1:N,,1
1308,1:?,1:N,,1
1309,1:?,1:N,,1
1310,1:?,1:N,,0.999
1311,1:?,2:Y,,0.542
1312,1:?,1:N,,1
1313,1:?,1:N,,0.998
1314,1:?,1:N,,1
1315,1:?,1:N,,1
1316,1:?,1:N,,1
1317,1:?,1:N,,1
1318,1:?,1:N,,1
1319,1:?,1:N,,1
1320,1:?,1:N,,1
1321,1:?,1:N,,1
1322,1:?,1:N,,0.999
1323,1:?,2:Y,,0.542
1324,1:?,1:N,,0.998
1325,1:?,1:N,,0.998
1326,1:?,1:N,,0.998
1327,1:?,1:N,,0.998
1328,1:?,1:N,,0.998
1329,1:?,1:N,,1
1330,1:?,1:N,,1
1331,1:?,1:N,,1
1332,1:?,1:N,,1
1333,1:?,1:N,,1
1334,1:?,1:N,,1
1335,1:?,1:N,,1
1336,1:?,1:N,,1
1337,1:?,1:N,,0.998
1338,1:?,1:N,,0.998
1339,1:?,1:N,,0.998
1340,1:?,1:N,,0.998
1341,1:?,1:N,,0.998
1342,1:?,1:N,,0.998
1343,1:?,1:N,,0.998
1344,1:?,1:N,,1
1345,1:?,1:N,,1
1346,1:?,1:N,,1
1347,1:?,1:N,,1
1348,1:?,1:N,,1
1349,1:?,1:N,,1
1350,1:?,1:N,,1
1351,1:?,1:N,,1
1352,1:?,1:N,,1
1353,1:?,1:N,,0.998
1354,1:?,1:N,,0.998
1355,1:?,1:N,,0.998
1356,1:?,1:N,,0.998
1357,1:?,1:N,,0.998
1358,1:?,1:N,,0.998
1359,1:?,1:N,,1
1360,1:?,1:N,,1
1361,1:?,1:N,,1
1362,1:?,1:N,,1
1363,1:?,1:N,,1
1364,1:?,1:N,,1
1365,1:?,1:N,,1
1366,1:?,1:N,,1
1367,1:?,1:N,,1
1368,1:?,1:N,,1
1369,1:?,1:N,,0.999
1370,1:?,2:Y,,0.542
1371,1:?,1:N,,0.998
1372,1:?,1:N,,0.998
1373,1:?,1:N,,1
1374,1:?,1:N,,1
1375,1:?,1:N,,1
1376,1:?,1:N,,1
1377,1:?,1:N,,0.998
1378,1:?,1:N,,0.998
1379,1:?,1:N,,0.998
1380,1:?,1:N,,0.998
1381,1:?,1:N,,0.998
1382,1:?,1:N,,0.998
1383,1:?,1:N,,0.998
1384,1:?,1:N,,0.998
1385,1:?,1:N,,0.998
1386,1:?,1:N,,0.998
1387,1:?,1:N,,0.998
1388,1:?,1:N,,0.998
1389,1:?,1:N,,0.998
1390,1:?,1:N,,0.998
1391,1:?,1:N,,0.998
1392,1:?,1:N,,0.998
1393,1:?,1:N,,0.998
1394,1:?,1:N,,0.998
1395,1:?,1:N,,0.998
1396,1:?,1:N,,0.998
1397,1:?,1:N,,0.998
1398,1:?,1:N,,0.998
1399,1:?,1:N,,0.998
1400,1:?,1:N,,0.998
1401,1:?,1:N,,0.998
1402,1:?,1:N,,0.998
1403,1:?,1:N,,1
1404,1:?,1:N,,1
1405,1:?,1:N,,1
1406,1:?,1:N,,0.998
1407,1:?,1:N,,0.998
1408,1:?,1:N,,0.998
1409,1:?,1:N,,0.998
1410,1:?,1:N,,0.998
1411,1:?,1:N,,0.998
1412,1:?,1:N,,0.998
1413,1:?,1:N,,0.998
1414,1:?,1:N,,1
1415,1:?,1:N,,1
1416,1:?,1:N,,1
1417,1:?,1:N,,1
1418,1:?,1:N,,0.998
1419,1:?,1:N,,0.998
1420,1:?,1:N,,0.998
1421,1:?,1:N,,0.998
1422,1:?,1:N,,0.998
1423,1:?,1:N,,0.998
1424,1:?,1:N,,0.998
1425,1:?,1:N,,0.998
1426,1:?,1:N,,0.998
1427,1:?,1:N,,0.998
1428,1:?,1:N,,0.998
1429,1:?,1:N,,0.998
1430,1:?,1:N,,0.998
1431,1:?,1:N,,0.998
1432,1:?,1:N,,0.998
1433,1:?,1:N,,0.998
1434,1:?,1:N,,0.998
1435,1:?,1:N,,0.998
1436,1:?,1:N,,0.998
1437,1:?,1:N,,0.998
1438,1:?,1:N,,0.998
1439,1:?,1:N,,0.998
1440,1:?,1:N,,0.998
1441,1:?,1:N,,0.998
1442,1:?,1:N,,0.998
1443,1:?,1:N,,0.998
1444,1:?,1:N,,1
1445,1:?,1:N,,0.998
1446,1:?,1:N,,0.998
1447,1:?,1:N,,0.998
1448,1:?,1:N,,0.998
1449,1:?,1:N,,0.998
1450,1:?,1:N,,0.998
1451,1:?,1:N,,0.998
1452,1:?,1:N,,0.998
1453,1:?,1:N,,0.998
1454,1:?,1:N,,0.998
1455,1:?,1:N,,0.998
1456,1:?,1:N,,0.998
1457,1:?,1:N,,0.998
1458,1:?,1:N,,0.998
1459,1:?,1:N,,0.998
1460,1:?,1:N,,0.998
1461,1:?,1:N,,0.998
1462,1:?,1:N,,0.998
1463,1:?,1:N,,0.998
1464,1:?,1:N,,0.998
1465,1:?,1:N,,0.998
1466,1:?,1:N,,0.998
1467,1:?,1:N,,0.998
1468,1:?,1:N,,0.998
1469,1:?,1:N,,0.998
1470,1:?,1:N,,0.998
1471,1:?,1:N,,0.998
1472,1:?,1:N,,0.998
1473,1:?,1:N,,0.998
1474,1:?,1:N,,0.998
1475,1:?,1:N,,0.998
1476,1:?,1:N,,0.998
1477,1:?,1:N,,0.998
1478,1:?,1:N,,0.998
1479,1:?,1:N,,0.998
1480,1:?,1:N,,0.998
1481,1:?,1:N,,0.998
1482,1:?,1:N,,0.998
1483,1:?,1:N,,0.998
1484,1:?,1:N,,1
1485,1:?,1:N,,0.998
1486,1:?,1:N,,0.998
1487,1:?,1:N,,0.998
1488,1:?,1:N,,0.998
1489,1:?,1:N,,0.998
1490,1:?,1:N,,0.998
1491,1:?,1:N,,0.998
1492,1:?,1:N,,1
1493,1:?,1:N,,0.998
1494,1:?,1:N,,0.998
1495,1:?,1:N,,0.998
1496,1:?,1:N,,0.998
1497,1:?,1:N,,0.998
1498,1:?,1:N,,0.998
1499,1:?,1:N,,0.998
1500,1:?,1:N,,0.998
1501,1:?,1:N,,0.998
1502,1:?,1:N,,0.998
1503,1:?,1:N,,1
1504,1:?,1:N,,1
1505,1:?,1:N,,1
1506,1:?,1:N,,0.998
1507,1:?,1:N,,0.998
1508,1:?,1:N,,0.998
1509,1:?,1:N,,0.998
1510,1:?,1:N,,0.998
1511,1:?,1:N,,0.998
1512,1:?,1:N,,0.998
1513,1:?,1:N,,0.998
1514,1:?,1:N,,0.998
1515,1:?,1:N,,0.998
1516,1:?,1:N,,0.998
1517,1:?,1:N,,0.998
1518,1:?,1:N,,0.998
1519,1:?,1:N,,0.998
1520,1:?,1:N,,0.998
1521,1:?,1:N,,0.998
1522,1:?,1:N,,0.998
1523,1:?,1:N,,0.998
1524,1:?,1:N,,0.998
1525,1:?,1:N,,1
1526,1:?,1:N,,1
1527,1:?,1:N,,1
1528,1:?,1:N,,0.998
1529,1:?,1:N,,0.998
1530,1:?,1:N,,0.998
1531,1:?,1:N,,0.998
1532,1:?,1:N,,0.998
1533,1:?,1:N,,0.998
1534,1:?,1:N,,0.998
1535,1:?,1:N,,0.998
1536,1:?,1:N,,0.998
1537,1:?,1:N,,0.998
1538,1:?,1:N,,0.998
1539,1:?,1:N,,0.998
1540,1:?,1:N,,0.998
1541,1:?,1:N,,0.998
1542,1:?,1:N,,0.998
1543,1:?,1:N,,0.998
1544,1:?,1:N,,0.998
1545,1:?,1:N,,0.998
1546,1:?,1:N,,0.998
1547,1:?,1:N,,1
1548,1:?,1:N,,1
1549,1:?,1:N,,1
1550,1:?,1:N,,0.998
1551,1:?,1:N,,0.998
1552,1:?,1:N,,0.998
1553,1:?,1:N,,0.998
1554,1:?,1:N,,0.998
1555,1:?,1:N,,0.998
1556,1:?,1:N,,0.998
1557,1:?,1:N,,0.998
1558,1:?,1:N,,1
1559,1:?,1:N,,0.998
1560,1:?,1:N,,0.998
1561,1:?,1:N,,0.998
1562,1:?,1:N,,0.998
1563,1:?,1:N,,0.998
1564,1:?,1:N,,0.998
1565,1:?,1:N,,0.998
1566,1:?,1:N,,1
1567,1:?,1:N,,0.998
1568,1:?,1:N,,0.998
1569,1:?,1:N,,0.998
1570,1:?,1:N,,0.998
1571,1:?,1:N,,0.998
1572,1:?,1:N,,0.998
1573,1:?,1:N,,0.998
1574,1:?,1:N,,0.998
1575,1:?,1:N,,0.998
1576,1:?,1:N,,0.998
1577,1:?,1:N,,1
1578,1:?,1:N,,1
1579,1:?,1:N,,1
1580,1:?,1:N,,0.998
1581,1:?,1:N,,0.998
1582,1:?,1:N,,0.998
1583,1:?,1:N,,0.998
1584,1:?,1:N,,0.998
1585,1:?,1:N,,0.998
1586,1:?,1:N,,0.998
1587,1:?,1:N,,0.998
1588,1:?,1:N,,0.998
1589,1:?,1:N,,0.998
1590,1:?,1:N,,0.998
1591,1:?,1:N,,1
1592,1:?,1:N,,0.998
1593,1:?,1:N,,0.998
1594,1:?,1:N,,0.998
1595,1:?,1:N,,0.998
1596,1:?,1:N,,0.998
1597,1:?,1:N,,0.998
1598,1:?,1:N,,0.998
1599,1:?,1:N,,1
1600,1:?,1:N,,0.998
1601,1:?,1:N,,0.998
1602,1:?,1:N,,0.998
1603,1:?,1:N,,0.998
1604,1:?,1:N,,0.998
1605,1:?,1:N,,0.998
1606,1:?,1:N,,0.998
1607,1:?,1:N,,0.998
1608,1:?,1:N,,0.998
1609,1:?,1:N,,0.998
1610,1:?,1:N,,0.998
1611,1:?,1:N,,0.998
1612,1:?,1:N,,0.998
1613,1:?,1:N,,0.998
1614,1:?,1:N,,0.998
1615,1:?,1:N,,1
1616,1:?,1:N,,1
1617,1:?,1:N,,1
1618,1:?,1:N,,0.998
1619,1:?,1:N,,0.998
1620,1:?,1:N,,0.998
1621,1:?,1:N,,0.998
1622,1:?,1:N,,0.998
1623,1:?,1:N,,0.998
1624,1:?,1:N,,0.998
1625,1:?,1:N,,0.998
1626,1:?,1:N,,1
1627,1:?,1:N,,1
1628,1:?,1:N,,1
1629,1:?,1:N,,0.998
1630,1:?,1:N,,0.998
1631,1:?,1:N,,0.998
1632,1:?,1:N,,0.998
1633,1:?,1:N,,0.998
1634,1:?,1:N,,0.998
1635,1:?,1:N,,0.998
1636,1:?,1:N,,0.998
1637,1:?,1:N,,0.998
1638,1:?,1:N,,0.998
1639,1:?,1:N,,0.998
1640,1:?,1:N,,0.998
1641,1:?,1:N,,0.998
1642,1:?,1:N,,0.998
1643,1:?,1:N,,0.998
1644,1:?,1:N,,0.998
1645,1:?,1:N,,0.998
1646,1:?,1:N,,0.998
1647,1:?,1:N,,0.998
1648,1:?,1:N,,1
1649,1:?,1:N,,1
1650,1:?,1:N,,1
1651,1:?,1:N,,0.998
1652,1:?,1:N,,1
1653,1:?,1:N,,0.998
1654,1:?,1:N,,0.998
1655,1:?,1:N,,0.998
1656,1:?,1:N,,0.998
1657,1:?,1:N,,0.998
1658,1:?,1:N,,0.998
1659,1:?,1:N,,0.998
1660,1:?,1:N,,0.998
1661,1:?,1:N,,0.998
1662,1:?,1:N,,1
1663,1:?,1:N,,0.998
1664,1:?,1:N,,0.998
1665,1:?,1:N,,0.998
1666,1:?,1:N,,0.998
1667,1:?,1:N,,0.998
1668,1:?,1:N,,0.998
1669,1:?,1:N,,0.998
1670,1:?,1:N,,1
1671,1:?,1:N,,1
1672,1:?,1:N,,1
1673,1:?,1:N,,1
1674,1:?,1:N,,1
1675,1:?,1:N,,1
1676,1:?,1:N,,1
1677,1:?,1:N,,1
1678,1:?,1:N,,1
1679,1:?,1:N,,0.998
1680,1:?,1:N,,1
1681,1:?,1:N,,1
1682,1:?,1:N,,1
1683,1:?,1:N,,1
1684,1:?,1:N,,1
1685,1:?,1:N,,0.998
1686,1:?,1:N,,0.998
1687,1:?,1:N,,0.998
1688,1:?,1:N,,1
1689,1:?,1:N,,1
1690,1:?,1:N,,1
1691,1:?,1:N,,0.999
1692,1:?,2:Y,,0.542
1693,1:?,1:N,,0.998
1694,1:?,1:N,,0.998
1695,1:?,1:N,,1
1696,1:?,1:N,,1
1697,1:?,1:N,,1
1698,1:?,1:N,,1
1699,1:?,1:N,,1
1700,1:?,1:N,,1
1701,1:?,1:N,,1
1702,1:?,2:Y,,0.542
1703,1:?,1:N,,0.999
1704,1:?,1:N,,0.998
1705,1:?,1:N,,1
1706,1:?,1:N,,1
1707,1:?,1:N,,1
1708,1:?,1:N,,1
1709,1:?,1:N,,1
1710,1:?,1:N,,1
1711,1:?,1:N,,1
1712,1:?,1:N,,1
1713,1:?,1:N,,1
1714,1:?,1:N,,0.998
1715,1:?,1:N,,1
1716,1:?,1:N,,0.998
1717,1:?,1:N,,0.998
1718,1:?,1:N,,0.998
1719,1:?,1:N,,0.998
1720,1:?,1:N,,0.998
1721,1:?,1:N,,0.998
1722,1:?,1:N,,0.998
1723,1:?,1:N,,0.998
1724,1:?,1:N,,1
1725,1:?,1:N,,1
1726,1:?,1:N,,1
1727,1:?,1:N,,0.999
1728,1:?,2:Y,,0.542
1729,1:?,1:N,,0.998
1730,1:?,1:N,,0.998
1731,1:?,1:N,,1
1732,1:?,1:N,,1
1733,1:?,1:N,,1
1734,1:?,1:N,,0.999
1735,1:?,2:Y,,0.542
1736,1:?,1:N,,0.998
1737,1:?,1:N,,0.998
1738,1:?,1:N,,1
1739,1:?,1:N,,1
1740,1:?,1:N,,1
1741,1:?,1:N,,1
1742,1:?,1:N,,1
1743,1:?,1:N,,0.998
1744,1:?,1:N,,0.998
1745,1:?,1:N,,0.998
1746,1:?,1:N,,1
1747,1:?,1:N,,1
1748,1:?,1:N,,1
1749,1:?,1:N,,0.999
1750,1:?,2:Y,,0.542
1751,1:?,1:N,,0.998
1752,1:?,1:N,,0.998
1753,1:?,1:N,,1
1754,1:?,1:N,,0.998
1755,1:?,1:N,,0.998
1756,1:?,1:N,,0.998
1757,1:?,1:N,,0.998
1758,1:?,1:N,,0.998
1759,1:?,1:N,,0.998
1760,1:?,1:N,,0.998
1761,1:?,1:N,,0.998
1762,1:?,1:N,,1
1763,1:?,1:N,,1
1764,1:?,1:N,,1
1765,1:?,1:N,,0.999
1766,1:?,2:Y,,0.542
1767,1:?,1:N,,0.998
1768,1:?,1:N,,0.998
1769,1:?,1:N,,1
1770,1:?,1:N,,1
1771,1:?,1:N,,1
1772,1:?,1:N,,0.999
1773,1:?,2:Y,,0.542
1774,1:?,1:N,,0.998
1775,1:?,1:N,,0.998
1776,1:?,1:N,,1
1777,1:?,1:N,,1
1778,1:?,1:N,,1
1779,1:?,1:N,,0.999
1780,1:?,2:Y,,0.542
1781,1:?,1:N,,0.998
1782,1:?,1:N,,0.998
1783,1:?,1:N,,1
1784,1:?,1:N,,1
1785,1:?,1:N,,1
1786,1:?,1:N,,0.999
1787,1:?,2:Y,,0.542
1788,1:?,1:N,,0.998
1789,1:?,1:N,,0.998
1790,1:?,1:N,,1
1791,1:?,1:N,,1
1792,1:?,1:N,,1
1793,1:?,1:N,,1
1794,1:?,1:N,,1
1795,1:?,1:N,,0.998
1796,1:?,1:N,,0.998
1797,1:?,1:N,,0.998
1798,1:?,1:N,,1
1799,1:?,1:N,,1
1800,1:?,1:N,,1
1801,1:?,1:N,,1
1802,1:?,1:N,,1
1803,1:?,1:N,,1
1804,1:?,1:N,,1
1805,1:?,2:Y,,0.542
1806,1:?,1:N,,0.999
1807,1:?,1:N,,0.998
1808,1:?,1:N,,1
1809,1:?,1:N,,1
1810,1:?,1:N,,1
1811,1:?,1:N,,1
1812,1:?,1:N,,1
1813,1:?,1:N,,0.998
1814,1:?,1:N,,0.998
1815,1:?,1:N,,0.998
1816,1:?,1:N,,1
1817,1:?,1:N,,1
1818,1:?,1:N,,1
1819,1:?,1:N,,1
1820,1:?,1:N,,1
1821,1:?,1:N,,1
1822,1:?,2:Y,,0.542
1823,1:?,1:N,,0.999
1824,1:?,1:N,,0.998
1825,1:?,1:N,,1
1826,1:?,1:N,,1
1827,1:?,1:N,,1
1828,1:?,1:N,,0.999
1829,1:?,2:Y,,0.542
1830,1:?,1:N,,0.998
1831,1:?,1:N,,0.998
1832,1:?,1:N,,1
1833,1:?,1:N,,1
1834,1:?,1:N,,1
1835,1:?,1:N,,0.999
1836,1:?,2:Y,,0.542
1837,1:?,1:N,,0.998
1838,1:?,1:N,,0.998
1839,1:?,1:N,,1
1840,1:?,1:N,,1
1841,1:?,1:N,,1
1842,1:?,1:N,,1
1843,1:?,1:N,,1
1844,1:?,1:N,,1
1845,1:?,1:N,,1
1846,1:?,1:N,,0.998
1847,1:?,1:N,,0.998
1848,1:?,1:N,,0.998
1849,1:?,1:N,,0.998
1850,1:?,1:N,,0.998
1851,1:?,1:N,,0.998
1852,1:?,1:N,,0.998
1853,1:?,1:N,,0.998
1854,1:?,1:N,,1
1855,1:?,1:N,,1
1856,1:?,1:N,,1
1857,1:?,1:N,,0.999
1858,1:?,2:Y,,0.542
1859,1:?,1:N,,0.998
1860,1:?,1:N,,0.998
1861,1:?,1:N,,1
1862,1:?,1:N,,1
1863,1:?,1:N,,1
1864,1:?,1:N,,0.999
1865,1:?,2:Y,,0.542
1866,1:?,1:N,,0.998
1867,1:?,1:N,,0.998
1868,1:?,1:N,,1
1869,1:?,1:N,,1
1870,1:?,1:N,,1
1871,1:?,1:N,,1
1872,1:?,1:N,,1
1873,1:?,1:N,,0.998
1874,1:?,1:N,,0.998
1875,1:?,1:N,,0.998
1876,1:?,1:N,,1
1877,1:?,1:N,,1
1878,1:?,1:N,,1
1879,1:?,1:N,,1
1880,1:?,1:N,,1
1881,1:?,1:N,,1
1882,1:?,2:Y,,0.542
1883,1:?,1:N,,0.999
1884,1:?,1:N,,0.998
1885,1:?,1:N,,1
1886,1:?,1:N,,1
1887,1:?,1:N,,1
1888,1:?,1:N,,1
1889,1:?,1:N,,1
1890,1:?,1:N,,1
1891,1:?,1:N,,1
1892,1:?,2:Y,,0.542
1893,1:?,1:N,,0.999
1894,1:?,1:N,,0.998
1895,1:?,1:N,,1
1896,1:?,1:N,,1
1897,1:?,1:N,,1
1898,1:?,1:N,,1
1899,1:?,1:N,,1
1900,1:?,1:N,,0.998
1901,1:?,1:N,,0.998
1902,1:?,1:N,,0.998
1903,1:?,1:N,,1
1904,1:?,1:N,,1
1905,1:?,1:N,,1
1906,1:?,1:N,,1
1907,1:?,1:N,,1
1908,1:?,1:N,,1
1909,1:?,1:N,,1
1910,1:?,1:N,,1
1911,1:?,1:N,,1
1912,1:?,1:N,,0.998
1913,1:?,1:N,,1
1914,1:?,1:N,,1
1915,1:?,1:N,,1
1916,1:?,1:N,,0.999
1917,1:?,2:Y,,0.542
1918,1:?,1:N,,0.998
1919,1:?,1:N,,0.998
1920,1:?,1:N,,1
1921,1:?,1:N,,1
1922,1:?,1:N,,1
1923,1:?,2:Y,,0.542
1924,1:?,2:Y,,0.542
1925,1:?,1:N,,0.999
1926,1:?,1:N,,0.998
1927,1:?,1:N,,1
1928,1:?,1:N,,0.999
1929,1:?,1:N,,0.998
1930,1:?,1:N,,0.998
1931,1:?,1:N,,0.998
1932,1:?,1:N,,0.998
1933,1:?,1:N,,0.998
1934,1:?,1:N,,0.998
